DecayParticle1_Name DecayParticle1_Boson DecayParticle1_mass DecayParticle1_E DecayParticle1_px DecayParticle1_py DecayParticle1_pz DecayParticle2_Name DecayParticle2_Boson DecayParticle2_mass DecayParticle2_E DecayParticle2_px DecayParticle2_py DecayParticle2_pz
b_quark 0 4.18 93.1207 29 -33 82 b_quark 0 4.18 45.3704 -14 -42 9
b_quark 0 4.18 78.1439 -70 10 -33 b_quark 0 4.18 85.1673 44 -58 -44
W+ 1 80.4 177.595 -118 96 -44 W- 1 80.4 182.3 109 -122 2
b_quark 0 4.18 103.535 42 -17 93 b_quark 0 4.18 144.182 -79 -29 -117
b_quark 0 4.18 199.548 195 16 -39 b_quark 0 4.18 152.583 -132 -52 56
b_quark 0 4.18 297.467 174 -92 -223 b_quark 0 4.18 176.713 -77 84 135
b_quark 0 4.18 181.457 54 152 83 b_quark 0 4.18 133.998 -80 -63 -87
b_quark 0 4.18 202.048 171 -93 -54 b_quark 0 4.18 166.143 -73 144 39
b_quark 0 4.18 161.995 -145 24 -68 b_quark 0 4.18 130.397 59 64 97
W+ 1 80.4 207.222 -24 -174 75 W- 1 80.4 140.674 4 78 -85
b_quark 0 4.18 26.0091 25 5 3 b_quark 0 4.18 102.228 75 -58 38
b_quark 0 4.18 228.286 135 -184 4 b_quark 0 4.18 163.592 -55 122 94
b_quark 0 4.18 270.486 160 -184 117 b_quark 0 4.18 211.949 -124 120 -123
b_quark 0 4.18 169.978 85 67 131 b_quark 0 4.18 106.876 -13 -90 -56
b_quark 0 4.18 98.2419 -93 12 29 b_quark 0 4.18 114.427 96 -34 -52
b_quark 0 4.18 109.633 -52 63 73 b_quark 0 4.18 127.924 47 -37 -113
W+ 1 80.4 271.063 -181 -115 -145 W- 1 80.4 169.903 113 15 97
b_quark 0 4.18 113.857 -81 -56 -57 b_quark 0 4.18 120.663 18 23 117
b_quark 0 4.18 232.834 -213 -83 -44 b_quark 0 4.18 134.872 126 44 19
b_quark 0 4.18 243.681 -211 -71 99 b_quark 0 4.18 198.165 136 140 -34
b_quark 0 4.18 132.765 128 21 -28 b_quark 0 4.18 127.544 -107 24 -65
b_quark 0 4.18 140.323 -24 -124 61 b_quark 0 4.18 133.024 -51 94 -79
b_quark 0 4.18 189.141 10 -149 -116 b_quark 0 4.18 168.103 -36 71 148
b_quark 0 4.18 166.873 48 -55 -150 b_quark 0 4.18 166.948 33 109 122
W+ 1 80.4 229.768 124 -173 -32 W- 1 80.4 198.409 -30 149 99
W+ 1 80.4 196.36 -75 152 58 W- 1 80.4 124.327 16 -84 -41
tau+ 0 1.78 127.032 55 -103 50 tau- 0 1.78 55.6432 -38 32 -25
b_quark 0 4.18 82.9667 -44 63 -31 b_quark 0 4.18 156.085 68 -136 -35
b_quark 0 4.18 164.75 -106 -108 -65 b_quark 0 4.18 95.2233 60 67 -31
b_quark 0 4.18 146.501 -81 22 120 b_quark 0 4.18 169.433 111 -60 -113
b_quark 0 4.18 248.104 173 147 -100 b_quark 0 4.18 155.738 -110 -109 16
W+ 1 80.4 99.0412 16 -8 -55 W- 1 80.4 164.858 -3 -73 124
b_quark 0 4.18 120.828 -42 77 -83 b_quark 0 4.18 115.466 45 -87 61
b_quark 0 4.18 193.4 -144 123 39 b_quark 0 4.18 191.067 143 -118 46
W+ 1 80.4 184.984 -65 -129 -83 W- 1 80.4 205.784 51 129 129
b_quark 0 4.18 96.8167 -42 86 14 b_quark 0 4.18 149.718 94 -109 41
W+ 1 80.4 166.881 -138 46 -15 W- 1 80.4 151.189 73 -96 -43
W+ 1 80.4 214.712 -135 -26 144 W- 1 80.4 162.669 91 -30 -104
tau+ 0 1.78 228.185 130 101 -158 tau- 0 1.78 141.029 -101 -66 73
b_quark 0 4.18 72.2113 -52 -27 42 b_quark 0 4.18 155.636 78 -61 -120
W+ 1 80.4 164.579 142 -17 -13 W- 1 80.4 122.222 -67 -41 48
b_quark 0 4.18 161.116 34 -124 -97 b_quark 0 4.18 146.108 17 121 80
b_quark 0 4.18 204.623 -26 -176 101 b_quark 0 4.18 144.508 38 139 -10
b_quark 0 4.18 176.498 83 121 98 b_quark 0 4.18 92.9918 7 -65 -66
W+ 1 80.4 147.503 64 91 54 W- 1 80.4 174.752 16 -47 -147
b_quark 0 4.18 225.467 93 12 205 b_quark 0 4.18 184.59 -126 -48 -126
b_quark 0 4.18 94.5276 -63 -70 -7 b_quark 0 4.18 175.981 144 46 -90
b_quark 0 4.18 151.468 94 117 -20 b_quark 0 4.18 136.695 -26 -134 6
b_quark 0 4.18 258.067 -34 -192 -169 b_quark 0 4.18 136.695 -14 114 74
b_quark 0 4.18 121.702 95 -12 -75 b_quark 0 4.18 104.826 -71 -1 77
W+ 1 80.4 273.344 196 -134 -109 W- 1 80.4 185.748 -119 94 71
W+ 1 80.4 315.26 -230 -5 -200 W- 1 80.4 208.032 139 -46 124
b_quark 0 4.18 208.965 -172 -108 49 b_quark 0 4.18 187.786 121 142 21
b_quark 0 4.18 133.471 48 78 -97 b_quark 0 4.18 116.788 -5 -94 69
b_quark 0 4.18 171.597 -102 -120 68 b_quark 0 4.18 167.674 48 128 -97
b_quark 0 4.18 156.418 -122 27 94 b_quark 0 4.18 162.18 80 2 -141
b_quark 0 4.18 256.853 138 16 -216 b_quark 0 4.18 192.386 -123 79 125
W+ 1 80.4 155.435 -116 64 12 W- 1 80.4 215.437 108 -149 -78
Z 1 91.2 280.86 105 -226 -92 Z 1 91.2 197.986 -122 126 11
b_quark 0 4.18 93.5707 -65 48 -47 b_quark 0 4.18 133.789 88 -97 -27
b_quark 0 4.18 231.239 223 -35 50 b_quark 0 4.18 207.582 -128 135 -92
b_quark 0 4.18 280.565 -217 -173 41 b_quark 0 4.18 192.074 117 95 -119
b_quark 0 4.18 205.994 -84 -148 -116 b_quark 0 4.18 178.825 126 74 103
b_quark 0 4.18 96.5322 60 -74 -15 b_quark 0 4.18 68.165 -38 28 -49
W+ 1 80.4 257.473 182 60 152 W- 1 80.4 171.465 -132 -34 -66
b_quark 0 4.18 250.572 206 13 -142 b_quark 0 4.18 194.084 -147 -111 61
b_quark 0 4.18 178.335 -76 111 -117 b_quark 0 4.18 74.5954 35 -59 29
b_quark 0 4.18 130.616 -65 113 -7 b_quark 0 4.18 79.9467 69 -38 13
b_quark 0 4.18 216.154 156 -60 -137 b_quark 0 4.18 159.498 -59 130 71
b_quark 0 4.18 129.644 -95 41 78 b_quark 0 4.18 136.79 71 -102 -57
b_quark 0 4.18 157.894 141 54 46 b_quark 0 4.18 156.935 -63 -59 -131
b_quark 0 4.18 191.404 -137 107 80 b_quark 0 4.18 113.945 71 -70 -55
b_quark 0 4.18 217.712 -182 44 111 b_quark 0 4.18 136.537 108 -81 -20
b_quark 0 4.18 218.606 -191 61 87 b_quark 0 4.18 189.601 149 -43 -109
b_quark 0 4.18 134.281 -109 78 7 b_quark 0 4.18 76.8341 29 -58 41
W+ 1 80.4 191.635 -166 0 -52 W- 1 80.4 169.157 134 -15 63
W+ 1 80.4 163.237 105 -54 79 W- 1 80.4 248.942 -116 144 -146
Z 1 91.2 214.754 -92 -153 77 Z 1 91.2 235.173 85 140 -142
b_quark 0 4.18 41.3941 36 -16 12 b_quark 0 4.18 58.9786 -34 -48 -1
b_quark 0 4.18 222.835 59 61 -206 b_quark 0 4.18 126.426 3 9 126
Z 1 91.2 206.878 126 -109 -82 Z 1 91.2 220.06 -142 141 8
b_quark 0 4.18 70.4803 5 5 -70 b_quark 0 4.18 147.738 78 83 94
W+ 1 80.4 285.216 -196 132 -138 W- 1 80.4 196.838 130 -105 66
W+ 1 80.4 258.896 119 -131 -171 W- 1 80.4 190.814 -52 139 89
b_quark 0 4.18 198.906 91 172 41 b_quark 0 4.18 128.493 -4 -114 -59
W+ 1 80.4 139.284 -104 46 2 W- 1 80.4 113.411 55 -3 58
W+ 1 80.4 177.553 66 -136 -47 W- 1 80.4 136.401 -2 44 101
W+ 1 80.4 149.242 37 -38 114 W- 1 80.4 160.631 -71 -29 -116
b_quark 0 4.18 122.317 88 84 12 b_quark 0 4.18 93.0133 -13 -73 56
b_quark 0 4.18 232.904 21 145 -181 b_quark 0 4.18 161.079 54 -63 138
b_quark 0 4.18 92.2305 -1 -82 42 b_quark 0 4.18 145.25 44 -10 -138
W+ 1 80.4 95.7401 -46 -15 -19 W- 1 80.4 125.611 57 -32 71
b_quark 0 4.18 157.745 -89 48 -121 b_quark 0 4.18 164.58 61 -38 148
Z 1 91.2 130.516 6 -20 91 Z 1 91.2 133.024 -56 79 -1
W+ 1 80.4 126.009 -10 95 17 W- 1 80.4 188.969 75 -146 48
b_quark 0 4.18 141.769 -81 104 -52 b_quark 0 4.18 47.7019 -1 -41 -24
W+ 1 80.4 248.147 -131 -184 -64 W- 1 80.4 176.537 124 90 -35
b_quark 0 4.18 84.1337 2 84 -1 b_quark 0 4.18 28.2573 14 -21 -12
tau+ 0 1.78 211.512 87 38 189 tau- 0 1.78 196.462 -149 3 -128
b_quark 0 4.18 161.955 -78 -132 -52 b_quark 0 4.18 104.797 1 92 50
tau+ 0 1.78 178.217 5 167 62 tau- 0 1.78 151.688 -31 -146 27
b_quark 0 4.18 228.216 -177 -144 0 b_quark 0 4.18 177.289 117 126 43
Z 1 91.2 262.096 -106 -215 54 Z 1 91.2 189.482 87 136 -39
b_quark 0 4.18 131.862 -85 -41 -92 b_quark 0 4.18 144.296 132 -38 44
tau+ 0 1.78 255.823 -221 80 101 tau- 0 1.78 183.014 139 -69 -97
tau+ 0 1.78 122.532 27 11 -119 tau- 0 1.78 62.5873 -28 49 27
b_quark 0 4.18 119.597 26 -73 -91 b_quark 0 4.18 34.7055 13 17 27
b_quark 0 4.18 243.687 -194 -147 -11 b_quark 0 4.18 173.342 122 85 89
W+ 1 80.4 230.333 -45 -190 92 W- 1 80.4 208.917 95 134 -101
b_quark 0 4.18 203.146 -183 -79 39 b_quark 0 4.18 229.176 150 140 -102
W+ 1 80.4 180.674 -63 -3 -149 W- 1 80.4 143.573 42 8 111
b_quark 0 4.18 258.03 -216 135 41 b_quark 0 4.18 174.386 142 -98 -25
W+ 1 80.4 261.882 -219 66 -99 W- 1 80.4 199.623 120 -36 133
b_quark 0 4.18 135.157 -108 75 -31 b_quark 0 4.18 128.4 62 -105 -40
W+ 1 80.4 229.848 -66 -193 -69 W- 1 80.4 174.511 77 131 -30
b_quark 0 4.18 172.773 72 85 132 b_quark 0 4.18 49.6636 -12 -28 -39
b_quark 0 4.18 271.277 -218 151 57 b_quark 0 4.18 183.854 142 -110 -39
b_quark 0 4.18 155.636 -12 155 -6 b_quark 0 4.18 144.352 -44 -128 50
b_quark 0 4.18 134.568 105 45 -71 b_quark 0 4.18 143.511 -101 -24 99
tau+ 0 1.78 281.908 -212 162 -91 tau- 0 1.78 157.249 114 -108 -8
W+ 1 80.4 157.576 -79 70 -85 W- 1 80.4 180.937 133 29 88
W+ 1 80.4 219.183 -118 122 -113 W- 1 80.4 173.773 65 -68 122
W+ 1 80.4 140.507 -31 -94 59 W- 1 80.4 158.5 -3 35 -132
b_quark 0 4.18 126.6 93 65 56 b_quark 0 4.18 159.369 -18 -81 -136
b_quark 0 4.18 148.743 127 -7 -77 b_quark 0 4.18 83.5612 -58 -55 24
W+ 1 80.4 202.055 -108 -147 33 W- 1 80.4 170.989 100 97 -58
W+ 1 80.4 126.78 -1 98 2 W- 1 80.4 140.297 63 -67 -69
W+ 1 80.4 133.485 48 -5 -95 W- 1 80.4 150.858 -101 3 78
b_quark 0 4.18 68.0916 -11 23 -63 b_quark 0 4.18 169.515 102 25 133
b_quark 0 4.18 139.701 113 13 81 b_quark 0 4.18 125.421 -75 -82 -58
b_quark 0 4.18 222.219 -110 -20 192 b_quark 0 4.18 133.021 78 -12 -107
b_quark 0 4.18 124.219 -44 111 34 b_quark 0 4.18 55.556 -14 -52 -13
W+ 1 80.4 174.523 33 96 117 W- 1 80.4 167.553 -51 -135 -28
b_quark 0 4.18 235.337 18 189 139 b_quark 0 4.18 180.39 -25 -107 -143
W+ 1 80.4 298.826 224 -64 169 W- 1 80.4 167.911 -124 -27 -75
b_quark 0 4.18 38.4899 -38 4 -2 b_quark 0 4.18 144.4 112 -57 -71
W+ 1 80.4 271.901 -121 -228 -29 W- 1 80.4 184.919 81 133 -59
b_quark 0 4.18 267.622 12 186 192 b_quark 0 4.18 169.152 -27 -121 -115
W+ 1 80.4 149.443 86 -88 27 W- 1 80.4 221.543 -128 147 -68
b_quark 0 4.18 157.605 113 73 -82 b_quark 0 4.18 215.473 -87 -149 129
b_quark 0 4.18 170.119 -125 43 -107 b_quark 0 4.18 98.2775 49 -78 34
b_quark 0 4.18 166.468 -99 118 -63 b_quark 0 4.18 118.67 99 -42 50
W+ 1 80.4 266.575 211 -54 131 W- 1 80.4 163.074 -134 18 -43
b_quark 0 4.18 120.248 65 -44 -91 b_quark 0 4.18 162.461 -34 136 82
b_quark 0 4.18 225.536 -102 53 -194 b_quark 0 4.18 143.57 35 -47 131
b_quark 0 4.18 101.106 75 -22 64 b_quark 0 4.18 146.34 -130 63 -23
b_quark 0 4.18 187.26 -8 -109 152 b_quark 0 4.18 146.176 -65 90 -95
W+ 1 80.4 184.6 48 150 -53 W- 1 80.4 160.49 43 -112 70
b_quark 0 4.18 193.245 34 91 -167 b_quark 0 4.18 180.101 -127 -63 111
b_quark 0 4.18 191.32 -87 -144 91 b_quark 0 4.18 215.38 139 91 -137
b_quark 0 4.18 175.962 -110 -34 133 b_quark 0 4.18 150.374 125 27 -79
tau+ 0 1.78 110.522 10 36 -104 tau- 0 1.78 100.32 36 -91 22
b_quark 0 4.18 201.939 91 -180 -9 b_quark 0 4.18 166.696 -51 137 -80
b_quark 0 4.18 103.458 13 -41 -94 b_quark 0 4.18 74.0707 -29 28 62
b_quark 0 4.18 193.988 11 167 -98 b_quark 0 4.18 111.586 -72 -83 19
b_quark 0 4.18 210.208 -9 85 192 b_quark 0 4.18 205.625 50 -140 -142
b_quark 0 4.18 137.635 86 9 107 b_quark 0 4.18 101.309 -39 -87 -34
b_quark 0 4.18 183.061 -157 3 94 b_quark 0 4.18 118.522 83 30 -79
b_quark 0 4.18 87.9231 54 -66 -21 b_quark 0 4.18 43.4335 -32 13 -26
b_quark 0 4.18 98.2012 91 -33 -16 b_quark 0 4.18 78.3675 -6 -2 -78
b_quark 0 4.18 143.319 47 133 -25 b_quark 0 4.18 78.8573 -21 -72 -24
b_quark 0 4.18 197.123 58 -140 126 b_quark 0 4.18 171.716 -61 148 -62
b_quark 0 4.18 182.818 -77 110 -124 b_quark 0 4.18 82.2646 -6 -75 33
b_quark 0 4.18 119.839 58 42 96 b_quark 0 4.18 119.023 -73 -42 -84
b_quark 0 4.18 210.52 -128 -19 166 b_quark 0 4.18 197.313 125 63 -139
b_quark 0 4.18 167.704 57 -147 57 b_quark 0 4.18 179.695 -97 92 -120
b_quark 0 4.18 177.388 -25 118 130 b_quark 0 4.18 114.623 66 -37 -86
W+ 1 80.4 211.519 54 76 172 W- 1 80.4 198.341 -103 -129 -75
b_quark 0 4.18 242.313 -44 -89 -221 b_quark 0 4.18 243.266 144 144 133
W+ 1 80.4 143.297 11 -50 107 W- 1 80.4 180.081 -93 120 -54
b_quark 0 4.18 101.678 -51 86 18 b_quark 0 4.18 58.8173 -29 0 -51
W+ 1 80.4 112.166 20 -26 -71 W- 1 80.4 105.708 -41 -55 2
b_quark 0 4.18 205.761 -32 -164 120 b_quark 0 4.18 107.715 44 80 -57
W+ 1 80.4 306.312 -217 55 193 W- 1 80.4 230.013 148 -97 -123
tau+ 0 1.78 84.9775 59 16 59 tau- 0 1.78 94.2612 -7 -88 33
W+ 1 80.4 259.153 182 -166 4 W- 1 80.4 197.844 -149 99 26
b_quark 0 4.18 104.175 -45 -73 59 b_quark 0 4.18 94.2575 19 15 -91
b_quark 0 4.18 126.552 77 50 -87 b_quark 0 4.18 137.878 -56 49 116
b_quark 0 4.18 254.078 -183 107 -140 b_quark 0 4.18 146.678 114 -55 74
b_quark 0 4.18 153.517 23 86 125 b_quark 0 4.18 197.738 -69 -131 -131
b_quark 0 4.18 122.162 -99 8 -71 b_quark 0 4.18 148.672 122 -59 61
W+ 1 80.4 171.482 -1 -21 -150 W- 1 80.4 186.027 -55 54 149
b_quark 0 4.18 151.117 -75 -63 -115 b_quark 0 4.18 108.938 20 29 103
b_quark 0 4.18 182.613 113 -80 119 b_quark 0 4.18 178.043 -131 -11 -120
b_quark 0 4.18 240.887 -162 -9 178 b_quark 0 4.18 182.204 112 -69 -126
b_quark 0 4.18 121.969 65 97 35 b_quark 0 4.18 132.35 -79 -77 -73
tau+ 0 1.78 281.255 172 -109 -194 tau- 0 1.78 196.074 -107 103 128
b_quark 0 4.18 168.521 105 -109 74 b_quark 0 4.18 176.897 -115 95 -95
b_quark 0 4.18 105.695 -89 -47 -32 b_quark 0 4.18 97.1569 75 -46 41
b_quark 0 4.18 110.029 100 -8 45 b_quark 0 4.18 166.26 0 -83 -144
b_quark 0 4.18 207.341 -184 -69 66 b_quark 0 4.18 216.581 147 135 -84
tau+ 0 1.78 279.514 205 -114 152 tau- 0 1.78 188.16 -124 51 -132
tau+ 0 1.78 177.393 159 78 -10 tau- 0 1.78 108.886 -62 -85 28
W+ 1 80.4 176.233 56 73 127 W- 1 80.4 212.486 -119 -54 -147
W+ 1 80.4 121.742 20 71 54 W- 1 80.4 230.376 -50 -150 -147
tau+ 0 1.78 233.05 -193 128 26 tau- 0 1.78 179.884 135 -117 21
b_quark 0 4.18 122.211 -75 -77 -58 b_quark 0 4.18 188.827 66 121 129
W+ 1 80.4 149.757 -7 -95 83 W- 1 80.4 148.146 7 115 -47
b_quark 0 4.18 188.007 88 156 -57 b_quark 0 4.18 178.937 -94 -133 74
W+ 1 80.4 207.794 13 148 -121 W- 1 80.4 150.39 57 -50 102
tau+ 0 1.78 122.038 -61 87 -60 tau- 0 1.78 158.102 -30 -102 117
W+ 1 80.4 262.386 59 -151 -190 W- 1 80.4 192.575 22 139 104
b_quark 0 4.18 134.013 38 53 -117 b_quark 0 4.18 68.2823 -24 15 62
b_quark 0 4.18 145.573 47 -14 137 b_quark 0 4.18 78.3165 -46 36 -52
b_quark 0 4.18 297.359 -193 84 210 b_quark 0 4.18 192.204 130 -51 -132
W+ 1 80.4 117.517 53 64 -21 W- 1 80.4 148.102 -25 -117 -34
b_quark 0 4.18 188.562 91 164 19 b_quark 0 4.18 128.827 -15 -125 -27
b_quark 0 4.18 208.153 7 -194 -75 b_quark 0 4.18 173.149 -71 141 71
W+ 1 80.4 157.617 -45 15 127 W- 1 80.4 162.881 136 -7 -39
b_quark 0 4.18 86.738 -76 -37 19 b_quark 0 4.18 158.901 -12 112 -112
tau+ 0 1.78 30.0694 26 -12 -9 tau- 0 1.78 112.135 -5 111 15
W+ 1 80.4 193.691 -6 46 170 W- 1 80.4 151.044 -10 -11 -127
b_quark 0 4.18 294.813 40 209 -204 b_quark 0 4.18 197.001 -74 -150 104
b_quark 0 4.18 277.657 100 -190 -176 b_quark 0 4.18 188.275 -46 125 133
b_quark 0 4.18 131.846 -66 -49 103 b_quark 0 4.18 22.5936 -6 4 -21
b_quark 0 4.18 188.007 -132 79 -108 b_quark 0 4.18 142.413 102 16 98
b_quark 0 4.18 187.722 166 -85 -21 b_quark 0 4.18 154.914 -126 59 -68
b_quark 0 4.18 215.925 -186 -47 99 b_quark 0 4.18 209.087 140 -40 -150
b_quark 0 4.18 154.284 -88 -61 -111 b_quark 0 4.18 131.615 75 84 68
b_quark 0 4.18 171.381 -7 109 132 b_quark 0 4.18 156.737 -32 -145 -50
b_quark 0 4.18 53.5114 45 25 14 b_quark 0 4.18 52.1869 -20 -41 -25
tau+ 0 1.78 251.128 -226 69 -85 tau- 0 1.78 157.566 138 2 76
W+ 1 80.4 185.71 158 54 -12 W- 1 80.4 201.847 -91 -131 94
b_quark 0 4.18 335.259 -192 219 -166 b_quark 0 4.18 251.282 145 -150 140
W+ 1 80.4 202.038 129 115 67 W- 1 80.4 131.306 -99 -20 -24
b_quark 0 4.18 141.557 49 -114 -68 b_quark 0 4.18 85.2495 -55 33 56
W+ 1 80.4 187.987 103 115 -71 W- 1 80.4 190.78 -88 -142 45
b_quark 0 4.18 198.271 117 81 -138 b_quark 0 4.18 191.464 -145 -96 80
Z 1 91.2 215.154 7 79 178 Z 1 91.2 210.284 90 -89 -141
b_quark 0 4.18 150.7 -96 111 34 b_quark 0 4.18 172.344 88 -130 -71
b_quark 0 4.18 237.222 -21 230 54 b_quark 0 4.18 187.274 121 -138 37
W+ 1 80.4 158.708 96 42 -88 W- 1 80.4 193.662 -82 -46 149
W+ 1 80.4 94.1762 -10 39 -28 W- 1 80.4 152.48 -1 -129 12
b_quark 0 4.18 125.405 24 -117 -38 b_quark 0 4.18 161.11 -63 129 73
b_quark 0 4.18 214.568 -122 -167 -57 b_quark 0 4.18 145.751 101 105 0
b_quark 0 4.18 235.207 -70 -113 -194 b_quark 0 4.18 177.357 37 105 138
b_quark 0 4.18 122.1 19 -111 -47 b_quark 0 4.18 135.305 -44 127 15
b_quark 0 4.18 114.164 -26 -44 -102 b_quark 0 4.18 199.016 50 143 129
b_quark 0 4.18 208.419 172 29 -114 b_quark 0 4.18 145.322 -114 59 68
b_quark 0 4.18 163.029 7 -144 76 b_quark 0 4.18 100.112 -79 58 -20
b_quark 0 4.18 123.865 48 -86 -75 b_quark 0 4.18 43.2258 -37 11 19
b_quark 0 4.18 254.284 133 27 -215 b_quark 0 4.18 164.504 -94 -28 132
W+ 1 80.4 160.044 5 57 -126 W- 1 80.4 162.065 -42 -9 134
b_quark 0 4.18 29.4359 19 -22 -2 b_quark 0 4.18 119.212 72 -71 63
b_quark 0 4.18 120.231 111 -34 31 b_quark 0 4.18 105.78 -92 -2 -52
b_quark 0 4.18 112.568 -59 -73 -62 b_quark 0 4.18 198.976 9 138 143
W+ 1 80.4 135.54 107 -17 -13 W- 1 80.4 118.483 -11 -82 -27
b_quark 0 4.18 107.696 66 40 -75 b_quark 0 4.18 127.978 -26 -111 58
b_quark 0 4.18 87.4727 7 -87 4 b_quark 0 4.18 132.391 -33 86 -95
b_quark 0 4.18 95.867 30 -23 -88 b_quark 0 4.18 170.093 17 95 140
b_quark 0 4.18 196.039 -166 47 -93 b_quark 0 4.18 200.496 136 39 142
b_quark 0 4.18 199.806 33 -196 20 b_quark 0 4.18 145.834 -75 120 -35
b_quark 0 4.18 191.046 70 -66 165 b_quark 0 4.18 86.2002 1 44 -74
b_quark 0 4.18 239.947 50 196 129 b_quark 0 4.18 125.712 -51 -108 -39
b_quark 0 4.18 251.339 -132 -201 -73 b_quark 0 4.18 147.413 35 142 18
b_quark 0 4.18 203.387 -158 -103 76 b_quark 0 4.18 159.218 140 42 -63
b_quark 0 4.18 212.081 -137 -124 -104 b_quark 0 4.18 91.4192 64 62 20
tau+ 0 1.78 123.96 39 -39 111 tau- 0 1.78 125.905 -94 82 -17
b_quark 0 4.18 208.011 -23 169 -119 b_quark 0 4.18 122.811 72 -80 59
b_quark 0 4.18 181.092 128 52 117 b_quark 0 4.18 158.803 -145 24 -60
b_quark 0 4.18 182.421 34 98 -150 b_quark 0 4.18 170.284 -51 -143 77
W+ 1 80.4 198.736 -6 -170 -64 W- 1 80.4 198.154 -36 127 124
W+ 1 80.4 87.5566 -25 24 1 W- 1 80.4 127.13 -63 73 -20
b_quark 0 4.18 108.201 -13 100 -39 b_quark 0 4.18 154.908 49 -137 53
b_quark 0 4.18 18.854 13 -13 0 b_quark 0 4.18 77.2753 -56 -3 53
b_quark 0 4.18 172.324 -139 94 -39 b_quark 0 4.18 165.721 113 6 121
b_quark 0 4.18 167.399 140 41 -82 b_quark 0 4.18 150.411 -57 -6 139
tau+ 0 1.78 143.036 -6 16 -142 tau- 0 1.78 91.7288 71 -11 57
b_quark 0 4.18 253.981 72 -204 -133 b_quark 0 4.18 185.867 18 122 139
W+ 1 80.4 256.568 -231 31 71 W- 1 80.4 170.45 142 -45 20
b_quark 0 4.18 201.59 -120 -61 -150 b_quark 0 4.18 163.779 29 78 141
W+ 1 80.4 168.556 -107 33 97 W- 1 80.4 149.329 51 3 -115
b_quark 0 4.18 141.713 74 -30 117 b_quark 0 4.18 115.44 -99 -12 -58
tau+ 0 1.78 92.7856 73 -19 54 tau- 0 1.78 97.5355 -62 -71 -25
b_quark 0 4.18 226.902 39 -175 139 b_quark 0 4.18 159.055 -84 81 -108
b_quark 0 4.18 172.506 152 -61 -54 b_quark 0 4.18 149.578 -146 16 28
b_quark 0 4.18 133.336 126 34 -27 b_quark 0 4.18 184.617 -147 24 109
tau+ 0 1.78 219.6 -124 -54 173 tau- 0 1.78 148.099 101 73 -80
b_quark 0 4.18 102.12 9 93 41 b_quark 0 4.18 111.626 73 -83 -15
b_quark 0 4.18 91.255 82 19 35 b_quark 0 4.18 96.2054 -83 -18 -45
b_quark 0 4.18 143.588 76 30 -118 b_quark 0 4.18 87.0142 -52 -25 65
b_quark 0 4.18 233.888 -82 1 219 b_quark 0 4.18 180.162 104 -45 -140
b_quark 0 4.18 253.264 118 -5 -224 b_quark 0 4.18 160.145 -86 43 128
b_quark 0 4.18 232.171 -181 26 -143 b_quark 0 4.18 159.096 146 -27 57
W+ 1 80.4 193.544 -49 -163 -45 W- 1 80.4 207.871 139 132 1
W+ 1 80.4 241.574 139 -122 133 W- 1 80.4 134.008 -90 37 -45
b_quark 0 4.18 65.3259 -40 -47 -21 b_quark 0 4.18 171.051 119 -34 118
b_quark 0 4.18 124.814 -26 -46 -113 b_quark 0 4.18 112.989 -58 69 68
W+ 1 80.4 221.129 -136 -153 -23 W- 1 80.4 216.874 129 148 45
tau+ 0 1.78 176.069 -84 145 54 tau- 0 1.78 168.684 45 -149 -65
W+ 1 80.4 188.545 -68 115 106 W- 1 80.4 149.041 97 -34 -72
b_quark 0 4.18 164.303 117 -80 -83 b_quark 0 4.18 119.823 -56 98 40
b_quark 0 4.18 114.274 -9 36 108 b_quark 0 4.18 81.624 65 22 -44
W+ 1 80.4 182.354 -108 22 121 W- 1 80.4 146.144 102 -41 -53
b_quark 0 4.18 192.381 52 -185 -8 b_quark 0 4.18 180.57 22 150 98
W+ 1 80.4 240.275 -78 -72 200 W- 1 80.4 196.698 61 133 -104
b_quark 0 4.18 262.856 24 132 -226 b_quark 0 4.18 160.014 -29 -61 145
b_quark 0 4.18 107.119 -8 -28 103 b_quark 0 4.18 76.7299 -10 27 -71
b_quark 0 4.18 118.353 -38 -105 -39 b_quark 0 4.18 99.2697 75 36 -54
b_quark 0 4.18 187.498 -117 100 -107 b_quark 0 4.18 174.667 139 -37 99
b_quark 0 4.18 152.704 134 -4 -73 b_quark 0 4.18 187.37 -131 -48 125
b_quark 0 4.18 161.655 -91 125 47 b_quark 0 4.18 57.1268 13 -26 -49
b_quark 0 4.18 211.682 -78 188 -58 b_quark 0 4.18 150.992 61 -108 86
b_quark 0 4.18 283.387 -191 -51 -203 b_quark 0 4.18 144.981 91 -20 111
b_quark 0 4.18 203.741 97 50 -172 b_quark 0 4.18 115.393 -20 -73 87
tau+ 0 1.78 119.282 -100 -60 25 tau- 0 1.78 185.335 92 139 -81
b_quark 0 4.18 126.414 -55 113 13 b_quark 0 4.18 140.995 54 -95 -89
tau+ 0 1.78 166.53 70 -98 -115 tau- 0 1.78 54.1956 -2 49 23
b_quark 0 4.18 92.485 12 74 54 b_quark 0 4.18 173.313 -108 -134 20
b_quark 0 4.18 216.754 -100 191 22 b_quark 0 4.18 206.626 144 -130 71
b_quark 0 4.18 279.289 191 -140 148 b_quark 0 4.18 212.234 -91 139 -132
W+ 1 80.4 260.204 79 155 -176 W- 1 80.4 202.885 -1 -124 139
